date,delay,distance,origin,destination
2001-01-24 21:00:00,5,181,BOS,BTV
2001-01-24 21:10:00,20,991,MSP,SLC
2001-01-25 05:56:00,8,599,SLC,SFO
2001-01-25 07:15:00,11,661,CVG,BDL
2001-01-25 07:20:00,-4,373,LAX,SMF
2001-01-25 07:58:00,5,1557,DEN,PHL
2001-01-25 08:12:00,-29,2176,PHL,LAS
2001-01-25 08:31:00,-11,550,DFW,STL
2001-01-25 08:41:00,-20,1797,LAX,BNA
2001-01-25 14:00:00,-2,677,ELP,HOU
2001-01-25 14:22:00,-5,1172,DFW,IAD
2001-01-25 14:42:00,20,913,IAH,CLT
2001-01-25 15:07:00,-22,594,DTW,ATL
2001-01-25 17:35:00,12,529,CLT,EWR
2001-01-25 18:37:00,46,1416,IAH,LGA
2001-01-25 18:55:00,51,543,PDX,OAK
2001-01-25 20:03:00,15,338,PHX,SNA
2001-01-25 20:08:00,12,846,DEN,SNA
2001-01-25 20:31:00,-23,264,BOS,SYR
2001-01-25 21:59:00,6,2306,SEA,IAD
2001-01-25 22:55:00,-15,251,STL,MDW
2001-01-26 06:08:00,-13,405,DCA,DTW
2001-01-26 06:10:00,-6,276,HRL,HOU
2001-01-26 06:15:00,-15,838,MHT,MDW
2001-01-26 06:34:00,-16,229,DTW,MDW
2001-01-26 06:43:00,11,1043,RDU,IAH
2001-01-26 07:59:00,-6,861,PHL,MCO
2001-01-26 08:13:00,-11,849,ORD,PVD
2001-01-26 10:02:00,22,978,ORD,AUS
2001-01-26 10:13:00,-13,732,ATL,DFW
2001-01-26 11:16:00,1,738,ORD,HPN
2001-01-26 11:21:00,52,906,MSP,ATL
2001-01-26 11:27:00,-8,336,RDU,PHL
2001-01-26 12:07:00,-4,957,DTW,MCO
2001-01-26 12:27:00,-8,1190,IAD,IAH
2001-01-26 12:55:00,-11,408,JAN,DFW
2001-01-26 13:08:00,-13,763,ORD,BTV
2001-01-26 13:24:00,-4,418,LGA,CLE
2001-01-26 13:40:00,-2,1078,COS,CVG
2001-01-26 13:50:00,-12,507,PHX,SLC
2001-01-26 15:01:00,-4,514,GSP,PHL
2001-01-26 15:56:00,-45,2288,LAX,IAD
2001-01-26 16:05:00,-15,383,IAD,DTW
2001-01-26 16:25:00,3,803,ISP,BNA
2001-01-26 17:39:00,-17,946,ATL,BOS
2001-01-26 17:55:00,7,197,TPA,FLL
2001-01-26 18:18:00,3,463,MBS,MSP
2001-01-26 18:23:00,14,272,PNS,ATL
2001-01-26 18:24:00,-4,526,ATL,PIT
2001-01-26 18:41:00,-11,228,MSP,MSN
2001-01-26 19:45:00,-2,1065,FLL,EWR
2001-01-26 20:24:00,56,859,DFW,FWA
2001-01-26 20:40:00,7,335,LGA,PIT
2001-01-26 20:45:00,6,445,ATL,SRQ
2001-01-26 21:48:00,67,554,CLE,ATL
2001-01-26 22:29:00,-2,354,DFW,CRP
2001-01-26 22:29:00,62,475,ORD,TYS
2001-01-26 22:37:00,-8,448,CLT,PHL
2001-01-26 23:03:00,36,144,JFK,PVD
2001-01-27 06:30:00,-5,181,BTV,BOS
2001-01-27 06:57:00,11,440,DTW,STL
2001-01-27 07:11:00,-5,312,MSN,DTW
2001-01-27 09:53:00,-10,247,HOU,DFW
2001-01-27 11:21:00,-1,416,ORD,OMA
2001-01-27 11:38:00,6,1076,FLL,LGA
2001-01-27 11:48:00,56,412,ORD,PIT
2001-01-27 14:03:00,-5,462,STL,OKC
2001-01-27 14:16:00,-1,640,BOS,CMH
2001-01-27 14:28:00,-7,984,DFW,MCO
2001-01-27 15:43:00,49,920,MIA,DCA
2001-01-27 15:57:00,-17,387,LAS,SJC
2001-01-27 16:35:00,-21,197,MSP,FSD
2001-01-27 16:43:00,-21,1449,ANC,SEA
2001-01-27 17:08:00,-11,235,DTW,ORD
2001-01-27 17:23:00,-36,1050,BDL,MSP
2001-01-27 17:27:00,-6,137,GRR,ORD
2001-01-27 17:37:00,15,1099,LAS,OMA
2001-01-27 17:50:00,-25,714,SWF,ORD
2001-01-27 23:30:00,-4,1739,PDX,ORD
2001-01-28 06:56:00,4,190,DFW,AUS
2001-01-28 07:39:00,-24,1515,LAS,ORD
2001-01-28 08:27:00,-9,440,STL,DTW
2001-01-28 10:57:00,-11,448,PHL,CLT
2001-01-28 11:00:00,12,873,TPA,PIT
2001-01-28 11:41:00,-5,1076,DTW,IAH
2001-01-28 11:42:00,-3,1372,DFW,EWR
2001-01-28 12:32:00,-14,1076,FLL,LGA
2001-01-28 12:39:00,-2,460,DFW,MCI
2001-01-28 15:43:00,5,334,ORD,MSP
2001-01-28 17:30:00,40,550,MCO,MSY
2001-01-28 18:10:00,-14,1073,MCO,ALB
2001-01-28 18:30:00,126,236,LAS,LAX
2001-01-28 19:01:00,-12,1416,IAH,LGA
2001-01-28 19:13:00,-10,812,DFW,CVG
2001-01-28 19:24:00,50,137,ORD,GRR
2001-01-28 21:30:00,14,187,HOU,CRP
2001-01-29 00:08:00,113,1262,STL,PHX
2001-01-29 05:56:00,7,334,ORD,MSP
2001-01-29 07:28:00,3,719,EWR,ORD
2001-01-29 07:37:00,-1,308,LAX,SJC
2001-01-29 07:57:00,-3,100,HNL,OGG
2001-01-29 08:34:00,-10,361,BWI,CLT
2001-01-29 08:56:00,-16,1068,EWR,RSW
2001-01-29 11:09:00,-14,938,EWR,MCO
2001-01-29 11:15:00,8,297,MSP,MKE
2001-01-29 11:30:00,32,282,DFW,LBB
2001-01-29 11:37:00,-2,372,SFO,SNA
2001-01-29 12:12:00,-12,205,DCA,PIT
2001-01-29 13:26:00,-19,238,PHL,PVD
2001-01-29 13:53:00,-14,700,RDU,MIA
2001-01-29 15:53:00,0,1235,DFW,LAX
2001-01-29 16:22:00,25,1489,PHX,IND
2001-01-29 16:41:00,7,2248,LAS,JFK
2001-01-29 17:59:00,109,783,BDL,ORD
2001-01-29 19:03:00,-11,986,IAH,GSO
2001-01-29 19:06:00,1,641,DFW,DEN
2001-01-30 06:56:00,-1,113,AZO,DTW
2001-01-30 07:34:00,-26,1608,EWR,SJU
2001-01-30 08:05:00,15,460,DFW,MCI
2001-01-30 09:59:00,-15,1557,PHL,DEN
2001-01-30 10:00:00,28,306,ATL,GSO
2001-01-30 12:14:00,27,2565,SFO,EWR
2001-01-30 12:22:00,25,1023,DTW,SRQ
2001-01-30 13:09:00,-14,1069,DEN,CVG
2001-01-30 13:54:00,-5,1237,TPA,SJU
2001-01-30 14:10:00,30,956,SEA,ONT
2001-01-30 14:25:00,-12,507,SLC,PHX
2001-01-30 14:33:00,38,619,ATL,MDT
2001-01-30 15:45:00,-1,215,ATL,SAV
2001-01-30 16:01:00,26,420,DEN,ICT
2001-01-30 17:00:00,-10,192,SAT,HOU
2001-01-30 18:08:00,-7,2401,PHL,LAX
2001-01-30 19:01:00,6,160,PVD,EWR
2001-01-30 19:26:00,5,332,ATL,MEM
2001-01-30 20:12:00,-13,342,STL,OMA
2001-01-30 20:50:00,-8,318,JAX,FLL
2001-01-30 21:18:00,1,842,BWI,TPA
2001-01-30 21:47:00,18,1269,ATL,ABQ
2001-01-30 23:14:00,2,145,JFK,ALB
2001-01-31 06:25:00,-2,399,SEA,BOI
2001-01-31 06:26:00,-7,224,TVC,ORD
2001-01-31 07:15:00,4,405,MCI,MDW
2001-01-31 08:00:00,-6,491,MEM,ORD
2001-01-31 09:00:00,19,719,EWR,ORD
2001-01-31 10:23:00,2,1199,DEN,ATL
2001-01-31 10:32:00,-14,373,VPS,MEM
2001-01-31 10:54:00,-9,336,SDF,CLT
2001-01-31 11:10:00,-20,1865,SAN,CVG
2001-01-31 11:40:00,4,251,STL,MDW
2001-01-31 12:30:00,-30,2237,ALB,LAS
2001-01-31 14:18:00,-4,342,STL,OMA
2001-01-31 15:06:00,-3,1536,LAX,MSP
2001-01-31 15:08:00,-23,413,CVG,RIC
2001-01-31 15:24:00,2,696,SEA,SJC
2001-01-31 15:45:00,-10,318,MKE,CVG
2001-01-31 16:01:00,-6,239,PIT,ITH
2001-01-31 17:21:00,-9,405,PHL,CMH
2001-01-31 18:51:00,-8,1569,EWR,SAT
2001-01-31 19:03:00,-12,109,ERI,PIT
2001-01-31 19:05:00,7,255,BWI,RDU
2001-01-31 20:01:00,6,601,PHX,RNO
2001-01-31 21:09:00,7,226,SNA,LAS
2001-01-31 21:35:00,-27,992,FLL,PHL
2001-01-31 23:25:00,10,1846,SFO,ORD
2001-02-01 06:18:00,-3,308,LAX,SJC
2001-02-01 07:10:00,3,576,BWI,ATL
2001-02-01 07:40:00,-8,371,SNA,OAK
2001-02-01 09:25:00,-4,602,PHX,DEN
2001-02-01 10:07:00,-14,1739,ORD,PDX
2001-02-01 10:25:00,5,89,SBA,LAX
2001-02-01 10:30:00,-5,185,BOS,LGA
2001-02-01 10:36:00,-8,445,ATL,SRQ
2001-02-01 10:52:00,-4,1400,EWR,IAH
2001-02-01 11:37:00,29,1021,DFW,CLE
2001-02-01 11:45:00,11,328,PHX,ABQ
2001-02-01 13:02:00,-5,383,DFW,BTR
2001-02-01 13:26:00,-7,867,BOS,ORD
2001-02-01 13:29:00,13,89,SBA,LAX
2001-02-01 15:28:00,6,216,ITO,HNL
2001-02-01 15:33:00,23,1302,PHL,DFW
2001-02-01 16:42:00,-2,414,SFO,LAS
2001-02-01 16:42:00,-19,867,ORD,BOS
2001-02-01 17:52:00,-7,413,RIC,CVG
2001-02-01 18:30:00,-8,978,AUS,ORD
2001-02-01 19:29:00,4,931,DCA,MSP
2001-02-01 19:30:00,23,214,DCA,LGA
2001-02-01 19:57:00,204,1045,SJU,MIA
2001-02-01 21:59:00,-9,2288,LAX,IAD
2001-02-01 22:40:00,-10,1262,STL,PHX
2001-02-01 23:36:00,-14,1616,PDX,DFW
2001-02-02 05:26:00,-4,581,FLL,ATL
2001-02-02 06:04:00,-1,529,ORF,DTW
2001-02-02 06:21:00,-7,271,BNA,STL
2001-02-02 06:35:00,18,1086,EWR,MIA
2001-02-02 07:00:00,-14,190,SHV,DFW
2001-02-02 07:40:00,34,802,ORD,DFW
2001-02-02 07:53:00,-9,1605,DEN,EWR
2001-02-02 07:56:00,-1,2475,LAX,JFK
2001-02-02 08:27:00,7,1979,LAX,DTW
2001-02-02 08:43:00,-8,2527,LAX,BDL
2001-02-02 08:45:00,-2,313,MCI,OKC
2001-02-02 09:18:00,-20,1439,DFW,SJC
2001-02-02 09:26:00,6,787,TPA,IAH
2001-02-02 09:28:00,-11,118,CLT,FAY
2001-02-02 11:53:00,-14,351,BHM,CLT
2001-02-02 12:54:00,-7,296,CMH,ORD
2001-02-02 14:11:00,8,678,PHL,ORD
2001-02-02 14:25:00,-17,1021,DFW,CLE
2001-02-02 14:50:00,0,174,PBI,TPA
2001-02-02 15:01:00,-3,819,ONT,DEN
2001-02-02 15:21:00,-7,299,ORD,DSM
2001-02-02 16:05:00,8,407,OAK,LAS
2001-02-02 16:16:00,-6,228,SJT,DFW
2001-02-02 16:39:00,4,189,DAL,AUS
2001-02-02 17:15:00,-6,1045,MIA,SJU
2001-02-02 17:16:00,33,368,LAS,SLC
2001-02-02 17:32:00,34,1107,PHX,SEA
2001-02-02 18:42:00,-14,431,RDU,LGA
2001-02-02 19:00:00,-7,651,PHX,SFO
2001-02-02 19:42:00,-10,90,PHL,BWI
2001-02-02 20:36:00,3,77,ABE,MDT
2001-02-02 21:00:00,-15,495,SDF,BWI
2001-02-02 21:59:00,-10,2585,SFO,MIA
2001-02-02 22:28:00,16,485,PIT,MHT
2001-02-03 06:57:00,-14,334,MSP,ORD
2001-02-03 07:41:00,-5,209,LAX,FAT
2001-02-03 11:30:00,-9,496,BOS,PIT
2001-02-03 11:55:00,1,1700,ORD,ONT
2001-02-03 12:32:00,59,998,TPA,EWR
2001-02-03 13:05:00,0,752,BOS,CVG
2001-02-03 13:30:00,-1,224,IAH,DFW
2001-02-03 13:57:00,-21,200,EWR,BOS
2001-02-03 14:20:00,-20,1262,PHX,STL
2001-02-03 16:00:00,6,775,AUS,DEN
2001-02-03 16:46:00,-36,1372,EWR,DFW
2001-02-03 17:17:00,-9,113,DFW,SPS
2001-02-03 18:45:00,0,451,LAX,TUS
2001-02-03 23:48:00,18,2227,LAS,EWR
2001-02-04 06:27:00,-1,999,GSO,DFW
2001-02-04 07:20:00,-8,966,BWI,MCI
2001-02-04 08:05:00,-9,544,LGA,CLT
2001-02-04 09:45:00,-5,549,OTZ,ANC
2001-02-04 09:58:00,-5,678,ORD,PHL
2001-02-04 10:05:00,-4,911,ORD,COS
2001-02-04 11:16:00,23,964,IAH,MIA
2001-02-04 11:50:00,-6,418,SJC,SAN
2001-02-04 12:35:00,-17,1205,DFW,SNA
2001-02-04 14:10:00,-20,1180,SEA,ABQ
2001-02-04 14:24:00,-9,1068,DFW,PIT
2001-02-04 15:15:00,0,187,HOU,CRP
2001-02-04 15:35:00,47,758,BNA,PBI
2001-02-04 16:28:00,-2,866,SEA,LAS
2001-02-04 16:37:00,-9,1968,SLC,EWR
2001-02-04 17:38:00,3,305,IAH,MSY
2001-02-04 17:43:00,4,964,IAH,MIA
2001-02-04 18:05:00,5,678,ORD,PHL
2001-02-04 18:50:00,18,786,SAT,STL
2001-02-04 19:05:00,-5,872,DEN,MEM
2001-02-04 19:07:00,142,268,RST,ORD
2001-02-04 19:50:00,-26,1363,MCI,LAX
2001-02-04 20:40:00,32,237,STL,MCI
2001-02-05 07:40:00,-4,462,STL,OKC
2001-02-05 07:57:00,3,692,ATL,MCI
2001-02-05 08:03:00,47,651,CLT,MSY
2001-02-05 10:25:00,8,821,ATL,OMA
2001-02-05 11:20:00,7,163,HNL,KOA
2001-02-05 12:22:00,-6,356,ATL,RDU
2001-02-05 12:41:00,-13,309,DFW,MAF
2001-02-05 12:42:00,-7,762,DFW,IND
2001-02-05 12:45:00,-5,248,DAL,SAT
2001-02-05 14:07:00,18,264,SYR,BOS
2001-02-05 14:07:00,-8,92,CLT,AVL
2001-02-05 15:02:00,-3,228,FSM,DFW
2001-02-05 17:54:00,-2,663,BWI,JAX
2001-02-05 20:02:00,365,745,ATL,EWR
2001-02-05 20:23:00,-33,606,ORD,ATL
2001-02-05 20:24:00,17,547,DCA,ATL
2001-02-06 06:22:00,-4,999,GSO,DFW
2001-02-06 06:31:00,-31,1975,PDX,CVG
2001-02-06 08:06:00,92,280,BOS,PHL
2001-02-06 08:55:00,3,550,STL,DFW
2001-02-06 09:11:00,23,293,DAL,LBB
2001-02-06 09:27:00,-8,773,TPA,CVG
2001-02-06 10:07:00,8,316,ORD,CLE
2001-02-06 10:11:00,110,761,ATL,LGA
2001-02-06 10:57:00,3,351,DFW,LFT
2001-02-06 11:19:00,-12,888,DEN,ORD
2001-02-06 12:05:00,-8,1007,EGE,ORD
2001-02-06 13:03:00,-9,603,HSV,DFW
2001-02-06 13:10:00,-11,1046,SJU,FLL
2001-02-06 13:51:00,-4,372,SNA,SFO
2001-02-06 13:53:00,-21,1249,SLC,ORD
2001-02-06 15:00:00,-15,271,BNA,STL
2001-02-06 15:56:00,-10,1235,DFW,LAX
2001-02-06 16:28:00,-17,247,DFW,HOU
2001-02-06 16:50:00,0,636,ELP,SAN
2001-02-06 17:35:00,-5,295,LBB,ELP
2001-02-06 18:20:00,-12,205,DCA,PIT
2001-02-06 18:31:00,-2,813,STL,PHL
2001-02-06 18:40:00,-16,431,RDU,LGA
2001-02-06 20:32:00,4,1276,MSP,PHX
2001-02-06 21:15:00,-5,187,HOU,CRP
2001-02-06 21:41:00,16,872,PHX,AUS
2001-02-06 22:44:00,7,346,CLT,CMH
2001-02-06 23:34:00,-10,581,ATL,FLL
2001-02-07 07:30:00,-19,370,LAX,PHX
2001-02-07 08:37:00,6,321,ATL,SDF
2001-02-07 08:41:00,16,641,DEN,DFW
2001-02-07 10:26:00,-19,594,DTW,ATL
2001-02-07 11:26:00,-15,337,SFO,LAX
2001-02-07 11:47:00,-5,901,FLL,IAD
2001-02-07 12:05:00,-5,663,JAX,BWI
2001-02-07 12:11:00,51,532,SLC,FCA
2001-02-07 13:10:00,6,328,ABQ,PHX
2001-02-07 13:26:00,-3,692,ATL,MCI
2001-02-07 13:37:00,-3,1807,SFO,MEM
2001-02-07 13:55:00,-15,759,DCA,MCO
2001-02-07 14:17:00,-24,1623,STT,JFK
2001-02-07 14:58:00,1,236,LAS,LAX
2001-02-07 16:02:00,10,408,JAN,DFW
2001-02-07 17:13:00,-17,600,CLT,RSW
2001-02-07 17:30:00,7,258,SAN,LAS
2001-02-07 18:48:00,-5,1597,BOS,IAH
2001-02-07 19:55:00,162,1069,DEN,CVG
2001-02-07 20:27:00,-14,328,BWI,PVD
2001-02-07 20:31:00,3,733,ORD,LGA
2001-02-07 21:24:00,-8,957,DTW,MCO
2001-02-07 21:42:00,-2,1208,IAH,DCA
2001-02-07 21:59:00,-29,2475,LAX,JFK
2001-02-08 06:30:00,-6,1012,ORD,TPA
2001-02-08 10:20:00,-12,833,PHX,OKC
2001-02-08 11:00:00,1,651,CLT,MSY
2001-02-08 11:10:00,-5,430,CVG,BWI
2001-02-08 13:30:00,5,105,MIA,RSW
2001-02-08 13:39:00,62,1557,DEN,PHL
2001-02-08 13:45:00,-13,1037,PHX,OMA
2001-02-08 13:50:00,0,358,BUR,SMF
2001-02-08 14:31:00,-12,1400,IAH,EWR
2001-02-08 14:40:00,7,480,SAN,SMF
2001-02-08 15:00:00,-15,610,DTW,MEM
2001-02-08 15:01:00,-8,468,BOS,ORF
2001-02-08 16:10:00,0,500,CLT,DTW
2001-02-08 17:48:00,-5,1043,RDU,IAH
2001-02-08 20:19:00,23,553,PIT,STL
2001-02-08 21:53:00,65,983,DTW,TPA
2001-02-08 22:47:00,-7,2475,LAX,JFK
2001-02-09 00:13:00,37,373,ATL,CVG
2001-02-09 06:15:00,-12,512,MEM,CLT
2001-02-09 06:55:00,-29,1076,IAH,DTW
2001-02-09 07:00:00,24,1072,MCO,MCI
2001-02-09 07:01:00,-4,1547,ATL,SJU
2001-02-09 07:03:00,46,642,ORD,RIC
2001-02-09 08:15:00,-2,1557,PHL,DEN
2001-02-09 09:00:00,-5,256,PHX,LAS
2001-02-09 09:19:00,15,967,DEN,SFO
2001-02-09 09:42:00,28,1536,MSP,LAX
2001-02-09 10:30:00,0,683,MCO,MEM
2001-02-09 11:20:00,-8,1671,CMH,PHX
2001-02-09 14:05:00,14,1456,OAK,DFW
2001-02-09 14:36:00,13,239,DAL,HOU
2001-02-09 15:37:00,-8,290,CLT,ORF
2001-02-09 15:59:00,2,282,LBB,DFW
2001-02-09 16:08:00,102,258,STL,ORD
2001-02-09 17:01:00,3,1020,LGA,MSP
2001-02-09 17:15:00,24,1021,DFW,CLE
2001-02-09 17:28:00,9,1050,SAN,SEA
2001-02-09 17:28:00,21,2419,SFO,IAD
2001-02-09 17:46:00,13,651,SFO,PHX
2001-02-09 20:16:00,7,806,MIA,BNA
2001-02-09 21:41:00,5,587,PHL,IND
2001-02-09 22:04:00,7,387,SLC,BIL
2001-02-09 22:34:00,44,271,STL,BNA
2001-02-10 05:25:00,-10,515,RSW,ATL
2001-02-10 07:49:00,8,405,MDW,MCI
2001-02-10 08:57:00,-24,1587,PHX,ATL
2001-02-10 09:39:00,68,991,MSP,SLC
2001-02-10 10:13:00,27,1597,BOS,IAH
2001-02-10 10:33:00,11,1258,BOS,MIA
2001-02-10 11:12:00,-12,802,DFW,ORD
2001-02-10 13:35:00,-7,251,MDW,STL
2001-02-10 13:40:00,36,529,CLT,EWR
2001-02-10 15:10:00,0,248,DAL,SAT
2001-02-10 17:44:00,-11,594,MDT,ORD
2001-02-10 18:23:00,-13,1090,JFK,MIA
2001-02-10 20:05:00,-13,745,ATL,EWR
2001-02-10 20:10:00,-3,109,SAN,LAX
2001-02-10 20:13:00,-19,696,SJC,SEA
2001-02-10 21:05:00,-26,475,ORD,TYS
2001-02-10 21:10:00,-4,742,PHL,JAX
2001-02-11 06:18:00,14,849,PVD,ORD
2001-02-11 07:09:00,-8,445,SRQ,ATL
2001-02-11 07:33:00,31,332,ATL,MEM
2001-02-11 08:26:00,-4,462,EWR,CMH
2001-02-11 09:59:00,-5,318,DCA,ALB
2001-02-11 10:18:00,-12,732,DFW,ATL
2001-02-11 10:42:00,0,834,LAX,PDX
2001-02-11 11:55:00,-3,197,TPA,FLL
2001-02-11 11:58:00,-5,185,ILM,CLT
2001-02-11 13:32:00,-20,1870,SEA,MEM
2001-02-11 13:37:00,-5,102,LIH,HNL
2001-02-11 14:03:00,3,414,LAS,SFO
2001-02-11 16:35:00,-10,296,LIT,STL
2001-02-11 16:46:00,-1,528,DTW,MSP
2001-02-11 16:51:00,-14,1034,IAH,MSP
2001-02-11 17:11:00,-4,859,SNA,PDX
2001-02-11 17:12:00,-1,1062,MSY,DEN
2001-02-11 17:40:00,12,1099,OMA,LAS
2001-02-11 18:35:00,24,1442,MCI,SMF
2001-02-11 20:15:00,3,719,EWR,ORD
2001-02-11 20:36:00,-19,490,MSP,RAP
2001-02-11 21:20:00,-22,737,STL,BWI
2001-02-11 22:06:00,10,1400,IAH,EWR
2001-02-12 06:07:00,-12,213,SAV,CLT
2001-02-12 06:09:00,4,113,SPS,DFW
2001-02-12 06:24:00,2,671,OAK,SEA
2001-02-12 06:25:00,8,480,SMF,SAN
2001-02-12 06:56:00,12,214,LGA,DCA
2001-02-12 06:58:00,-2,74,LAN,DTW
2001-02-12 07:05:00,-1,381,IND,MEM
2001-02-12 07:26:00,-3,414,LAS,SFO
2001-02-12 10:40:00,-12,96,MIA,APF
2001-02-12 10:55:00,0,460,BHM,TPA
2001-02-12 11:10:00,11,1142,MSP,BOI
2001-02-12 12:15:00,45,258,LAS,SAN
2001-02-12 12:27:00,-14,264,CVG,ORD
2001-02-12 13:39:00,-5,1372,EWR,DFW
2001-02-12 13:46:00,3,74,DTW,LAN
2001-02-12 14:45:00,22,181,OKC,DAL
2001-02-12 16:13:00,-9,1440,ORD,PHX
2001-02-12 17:09:00,-8,719,EWR,ORD
2001-02-12 17:42:00,17,314,BWI,CLE
2001-02-12 18:00:00,85,2475,JFK,LAX
2001-02-12 18:30:00,7,1751,BNA,SAN
2001-02-12 18:31:00,-23,908,MSP,IAD
2001-02-12 18:35:00,-5,407,LAS,OAK
2001-02-12 18:59:00,14,813,STL,PHL
2001-02-12 19:56:00,1,642,ORD,RIC
2001-02-12 20:48:00,28,1456,DFW,OAK
2001-02-12 20:48:00,1,237,DFW,TUL
2001-02-12 22:10:00,4,308,IAH,BRO
2001-02-12 22:10:00,-2,2288,LAX,IAD
2001-02-13 07:00:00,0,366,DAB,ATL
2001-02-13 07:18:00,10,342,SJC,SNA
2001-02-13 09:00:00,0,544,MDW,LIT
2001-02-13 09:19:00,34,553,PIT,STL
2001-02-13 10:49:00,84,190,SHV,DFW
2001-02-13 11:04:00,41,1671,DTW,PHX
2001-02-13 11:35:00,1,369,PHX,BUR
2001-02-13 11:45:00,-10,325,BUR,OAK
2001-02-13 11:55:00,0,1671,LAX,MSY
2001-02-13 12:36:00,4,1172,DFW,IAD
2001-02-13 15:19:00,40,425,MSY,ATL
2001-02-13 16:29:00,-1,448,MSY,DFW
2001-02-13 18:19:00,71,1745,ORD,LAX
2001-02-13 18:42:00,42,1521,LAS,MDW
2001-02-13 19:39:00,-12,946,ATL,BOS
2001-02-13 22:48:00,78,950,LGA,MCO
2001-02-14 05:54:00,-10,717,ORF,ORD
2001-02-14 07:32:00,10,100,HNL,OGG
2001-02-14 08:17:00,47,1576,PHL,SJU
2001-02-14 08:36:00,15,1592,STL,LAX
2001-02-14 09:10:00,-16,1494,MSP,ONT
2001-02-14 09:15:00,-3,197,FLL,TPA
2001-02-14 09:34:00,21,906,MCO,ABE
2001-02-14 09:50:00,-9,762,LAS,PDX
2001-02-14 11:32:00,31,1156,STL,SLC
2001-02-14 13:45:00,-1,377,BWI,MHT
2001-02-14 14:39:00,19,1726,SNA,ORD
2001-02-14 14:46:00,1,351,LFT,DFW
2001-02-14 17:55:00,8,328,BWI,PVD
2001-02-14 17:55:00,3,749,ATL,ROC
2001-02-14 19:24:00,27,440,DTW,STL
2001-02-14 19:52:00,2,147,ORD,DBQ
2001-02-14 21:40:00,9,256,LAS,PHX
2001-02-14 22:42:00,22,184,JFK,BWI
2001-02-14 23:53:00,-1,1660,SEA,DFW
2001-02-15 07:25:00,-8,281,BUF,BWI
2001-02-15 11:00:00,-1,451,LAX,TUS
2001-02-15 11:00:00,78,797,MDW,DFW
2001-02-15 12:14:00,0,425,ATL,MSY
2001-02-15 13:30:00,18,365,PHL,GSO
2001-02-15 13:30:00,15,1276,PHX,MSP
2001-02-15 15:15:00,74,737,BWI,STL
2001-02-15 15:47:00,1,1709,DEN,MIA
2001-02-15 15:55:00,5,328,PHX,ABQ
2001-02-15 16:17:00,25,920,PHL,TPA
2001-02-15 18:08:00,16,2106,PIT,SAN
2001-02-15 19:05:00,20,328,PIT,SBN
2001-02-15 20:33:00,-6,1121,BOS,MCO
2001-02-15 20:34:00,17,195,STL,SGF
2001-02-16 05:19:00,10,745,EWR,ATL
2001-02-16 06:05:00,41,1107,SEA,PHX
2001-02-16 06:37:00,17,642,RIC,ORD
2001-02-16 06:50:00,14,297,SJC,BUR
2001-02-16 09:05:00,-8,368,SLC,LAS
2001-02-16 10:42:00,26,272,PNS,ATL
2001-02-16 11:21:00,9,362,ONT,OAK
2001-02-16 11:49:00,25,395,OKC,IAH
2001-02-16 13:04:00,27,301,JFK,BUF
2001-02-16 16:20:00,3,670,HOU,BNA
2001-02-16 17:49:00,23,373,LAX,SMF
2001-02-16 18:00:00,87,1249,SLC,ORD
2001-02-16 18:05:00,32,569,EWR,CVG
2001-02-16 19:07:00,55,1846,SFO,ORD
2001-02-16 19:21:00,61,872,DEN,MEM
2001-02-16 20:06:00,21,862,LAX,DEN
2001-02-16 21:35:00,50,318,JAX,FLL
2001-02-16 21:40:00,6,90,PHL,BWI
2001-02-16 22:03:00,61,1065,FLL,EWR
2001-02-16 22:11:00,53,181,BOS,BTV
2001-02-17 06:45:00,-7,612,TPA,BNA
2001-02-17 07:03:00,0,253,ABE,PIT
2001-02-17 09:28:00,-23,544,CLT,LGA
2001-02-17 09:30:00,0,1977,BNA,SEA
2001-02-17 09:47:00,-3,201,PIT,DTW
2001-02-17 09:59:00,123,378,BGR,LGA
2001-02-17 10:29:00,23,718,MCO,SDF
2001-02-17 11:10:00,-9,1020,MSP,LGA
2001-02-17 11:45:00,129,432,DAY,ATL
2001-02-17 11:49:00,-18,309,MAF,DFW
2001-02-17 12:26:00,-8,337,LAX,SFO
2001-02-17 13:25:00,0,480,SMF,SAN
2001-02-17 15:06:00,-21,1144,PBI,ORD
2001-02-17 16:45:00,-27,906,MSP,ATL
2001-02-17 17:10:00,15,338,PHX,SNA
2001-02-17 18:29:00,16,247,SAT,DFW
2001-02-17 18:42:00,10,130,ILE,DFW
2001-02-17 18:59:00,24,599,SLC,SFO
2001-02-17 19:05:00,-13,113,DFW,SPS
2001-02-17 19:07:00,5,2125,CLT,LAX
2001-02-17 19:40:00,-4,191,CAE,ATL
2001-02-17 20:25:00,-10,843,PHX,SAT
2001-02-17 21:10:00,10,247,DFW,SAT
2001-02-18 06:23:00,-3,164,CRW,PIT
2001-02-18 07:47:00,2,1182,FLL,ORD
2001-02-18 07:50:00,-12,646,PHX,OAK
2001-02-18 08:26:00,-2,761,ATL,LGA
2001-02-18 08:32:00,-8,1220,LGB,DFW
2001-02-18 10:56:00,11,83,CLT,GSO
2001-02-18 11:39:00,-15,696,ATL,HOU
2001-02-18 13:27:00,6,575,CLT,STL
2001-02-18 14:21:00,10,328,DFW,ICT
2001-02-18 15:15:00,2,163,KOA,HNL
