flight_date,origin_state,phase_of_flight,wildlife_size,wildlife_species,time_of_day,cost_other,cost_repair,cost_total,speed_ias_in_knots
1992-05-13,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1992-05-13,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,142.0
1992-05-13,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,120.0
1992-05-14,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
1992-05-14,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125.0
1992-05-14,New York,Climb,Small,Unknown bird - small,Night,0,0,0,180.0
1992-05-15,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
1992-05-15,Missouri,Climb,Small,Unknown bird - small,Night,0,0,0,210.0
1992-05-16,Oregon,Take-off run,Large,Great blue heron,Day,0,0,0,140.0
1992-05-16,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-05-17,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-05-17,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
1992-05-17,Oklahoma,Climb,Small,Unknown bird - small,Night,0,0,0,160.0
1992-05-18,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
1992-05-18,New York,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
1992-05-19,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1992-05-20,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120.0
1992-05-20,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1992-05-20,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-05-21,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dawn,0,0,0,120.0
1992-05-21,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-05-21,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-05-21,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
1992-05-21,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
1992-05-22,New Jersey,Climb,Large,Canada goose,Day,0,0,0,120.0
1992-05-22,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-05-24,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-05-25,Tennessee,Approach,Small,European starling,Day,0,0,0,150.0
1992-05-25,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-05-25,New Jersey,Climb,Small,Laughing gull,Day,0,0,0,140.0
1992-05-25,Texas,Take-off run,Small,European starling,Day,0,0,0,140.0
1992-05-25,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,125.0
1992-05-26,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1992-05-26,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,130.0
1992-05-27,Nebraska,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1992-05-27,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-05-27,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,210.0
1992-05-27,DC,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-05-27,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,100.0
1992-05-27,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
1992-05-27,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
1992-05-28,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,145.0
1992-05-28,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-05-28,Tennessee,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,150.0
1992-05-28,California,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1992-05-28,Pennsylvania,Landing Roll,Small,American robin,Day,0,0,0,120.0
1992-05-28,Texas,Take-off run,Small,Mourning dove,Day,0,0,0,120.0
1992-05-28,Kentucky,Landing Roll,Small,Common nighthawk,Night,0,0,0,120.0
1992-05-29,New York,Approach,Large,Unknown bird - large,Day,0,0,0,132.0
1992-05-29,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
1992-05-30,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,280.0
1992-05-30,California,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,120.0
1992-05-30,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
1992-05-30,Nebraska,Approach,Small,Barn swallow,Day,0,0,0,160.0
1992-05-30,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,165.0
1992-05-30,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,95.0
1992-06-01,Michigan,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-06-01,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1992-06-01,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1992-06-02,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0
1992-06-02,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-06-02,Maryland,Climb,Medium,Unknown bird - medium,Night,0,0,0,160.0
1992-06-03,Ohio,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-06-04,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-06-04,Michigan,Landing Roll,Small,European starling,Day,0,0,0,120.0
1992-06-05,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0
1992-06-05,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-06-05,DC,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
1992-06-06,Pennsylvania,Landing Roll,Large,White-tailed deer,Dusk,0,0,0,140.0
1992-06-07,Tennessee,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,140.0
1992-06-07,California,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
1992-06-08,Ohio,Approach,Small,Unknown bird - small,Dawn,0,0,0,150.0
1992-06-09,Utah,Approach,Large,Canada goose,Day,0,0,0,190.0
1992-06-09,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-06-09,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160.0
1992-06-09,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1992-06-11,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110.0
1992-06-11,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1992-06-11,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1992-06-11,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1992-06-12,Maryland,Approach,Medium,Mallard,Day,0,0,0,135.0
1992-06-12,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,110.0
1992-06-13,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-06-14,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-06-14,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-06-14,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1992-06-15,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,127.0
1992-06-15,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1992-06-15,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
1992-06-15,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0
1992-06-15,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1992-06-16,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,135.0
1992-06-16,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,136.0
1992-06-16,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
1992-06-16,California,Climb,Small,Unknown bird - small,Day,0,0,0,175.0
1992-06-16,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1992-06-16,Minnesota,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1992-06-16,New York,Parked,Small,Rock pigeon,Day,0,0,0,140.0
1992-06-18,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,250.0
1992-06-19,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-06-19,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1992-06-20,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-06-20,Massachusetts,Approach,Small,Rock pigeon,Dusk,0,0,0,140.0
1992-06-21,Florida,Climb,Small,Unknown bird - small,Dawn,0,0,0,250.0
1992-06-21,Louisiana,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
1992-06-21,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
1992-06-22,Georgia,Approach,Small,Rock pigeon,Day,0,0,0,115.0
1992-06-22,Maryland,Approach,Small,Blackbirds,Day,0,0,0,140.0
1992-06-22,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
1992-06-23,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,160.0
1992-06-24,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-06-25,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0
1992-06-25,California,Approach,Small,Rock pigeon,Day,0,0,0,133.0
1992-06-25,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
1992-06-25,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1992-06-26,California,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1992-06-27,Louisiana,Climb,Small,Unknown bird - small,Dawn,0,0,0,135.0
1992-06-27,New York,Take-off run,Small,Mourning dove,Day,0,0,0,140.0
1992-06-29,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,140.0
1992-06-30,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
1992-07-01,Nebraska,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1992-07-01,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,137.0
1992-07-01,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,137.0
1992-07-03,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150.0
1992-07-03,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,120.0
1992-07-04,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1992-07-06,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,220.0
1992-07-07,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-07-07,Louisiana,Descent,Small,Unknown bird - small,Day,0,0,0,210.0
1992-07-08,Nebraska,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-07-08,Kentucky,Landing Roll,Small,Killdeer,Dusk,0,0,0,100.0
1992-07-08,Pennsylvania,Approach,Small,European starling,Night,0,0,0,130.0
1992-07-09,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
1992-07-10,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-07-10,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-07-10,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-07-10,South Carolina,Climb,Small,American robin,Day,0,0,0,130.0
1992-07-10,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60.0
1992-07-10,Hawaii,Climb,Small,Unknown bird - small,Dusk,0,0,0,150.0
1992-07-11,New York,Approach,Large,Unknown bird - large,Day,0,0,0,145.0
1992-07-12,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-07-12,South Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1992-07-14,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1992-07-14,California,Take-off run,Small,American kestrel,Day,0,0,0,140.0
1992-07-15,California,Landing Roll,Large,Unknown bird - large,Day,0,0,0,150.0
1992-07-15,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,180.0
1992-07-16,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,0.0
1992-07-16,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-07-16,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1992-07-17,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140.0
1992-07-18,Pennsylvania,Approach,Small,Rock pigeon,Day,0,247514,247514,145.0
1992-07-18,Indiana,Take-off run,Small,Unknown bird - small,Day,0,0,0,170.0
1992-07-19,Tennessee,Approach,Small,European starling,Day,0,0,0,140.0
1992-07-19,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-07-20,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,60.0
1992-07-21,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-07-22,New Jersey,Approach,Small,Barn swallow,Day,0,0,0,151.0
1992-07-23,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-07-23,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1992-07-23,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
1992-07-24,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
1992-07-24,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100.0
1992-07-24,Nebraska,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
1992-07-25,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-07-25,Kentucky,Approach,Small,European starling,Day,0,0,0,140.0
1992-07-25,New Jersey,Approach,Small,American robin,Day,0,0,0,142.0
1992-07-26,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-07-26,Maryland,Climb,Small,American robin,Day,0,0,0,140.0
1992-07-27,Michigan,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1992-07-27,California,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
1992-07-28,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
1992-07-28,Michigan,Descent,Medium,Unknown bird - medium,Day,0,0,0,300.0
1992-07-28,Ohio,Climb,Small,Unknown bird - small,Dawn,0,0,0,160.0
1992-07-28,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
1992-07-29,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-07-29,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,155.0
1992-07-30,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,128.0
1992-07-31,Ohio,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,100.0
1992-07-31,Pennsylvania,Climb,Small,Unknown bird - small,Dusk,0,0,0,170.0
1992-07-31,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
1992-08-01,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-08-01,Illinois,Take-off run,Small,European starling,Day,330,0,330,80.0
1992-08-01,New Jersey,Take-off run,Small,Mourning dove,Day,0,0,0,160.0
1992-08-02,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,70.0
1992-08-03,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,165.0
1992-08-03,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125.0
1992-08-03,Pennsylvania,Climb,Small,Unknown bird - small,Night,0,0,0,160.0
1992-08-04,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100.0
1992-08-05,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0
1992-08-05,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-05,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,220.0
1992-08-05,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,90.0
1992-08-05,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-08-06,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140.0
1992-08-06,New Jersey,Landing Roll,Medium,Herring gull,Dusk,0,0,0,100.0
1992-08-07,Pennsylvania,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,135.0
1992-08-07,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-07,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-08-07,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,245.0
1992-08-08,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,122.0
1992-08-08,Louisiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-08-08,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-08,Maryland,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,160.0
1992-08-08,Michigan,Landing Roll,Small,Rock pigeon,Day,0,0,0,90.0
1992-08-08,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0
1992-08-10,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0
1992-08-10,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160.0
1992-08-10,Illinois,Approach,Small,Unknown bird - small,Dusk,0,0,0,180.0
1992-08-11,Oklahoma,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-08-12,Tennessee,Approach,Large,Turkey vulture,Day,0,0,0,143.0
1992-08-12,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-13,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-13,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,115.0
1992-08-13,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130.0
1992-08-13,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,0.0
1992-08-14,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-14,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,123.0
1992-08-14,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
1992-08-14,Pennsylvania,Landing Roll,Small,European starling,Day,0,0,0,100.0
1992-08-15,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-15,Washington,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,128.0
1992-08-15,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
1992-08-15,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
1992-08-16,Tennessee,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,80.0
1992-08-16,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,80.0
1992-08-16,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-08-17,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,180.0
1992-08-17,Kentucky,Approach,Small,European starling,Day,0,0,0,130.0
1992-08-17,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1992-08-18,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1992-08-19,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1992-08-19,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,170.0
1992-08-19,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1992-08-20,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1992-08-20,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-08-20,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,105.0
1992-08-20,Texas,Approach,Small,European starling,Day,0,0,0,140.0
1992-08-20,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-08-21,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0
1992-08-21,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140.0
1992-08-21,Oklahoma,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
1992-08-22,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1992-08-22,New York,Landing Roll,Small,Mourning dove,Day,0,0,0,140.0
1992-08-22,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
1992-08-24,Nebraska,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
1992-08-24,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-08-25,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,80.0
1992-08-25,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,280.0
1992-08-26,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1992-08-26,Louisiana,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,133.0
1992-08-26,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1992-08-26,New York,Approach,Small,Unknown bird - small,Night,0,0,0,240.0
1992-08-26,New York,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1992-08-27,Missouri,Landing Roll,Large,Coyote,Night,0,0,0,140.0
1992-08-27,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180.0
1992-08-27,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-08-27,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
1992-08-27,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1992-08-28,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-28,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,115.0
1992-08-28,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0
1992-08-28,Illinois,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-08-28,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
1992-08-28,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,160.0
1992-08-28,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
1992-08-29,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
1992-08-30,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
1992-08-30,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1992-08-30,Pennsylvania,Climb,Small,European starling,Day,0,0,0,140.0
1992-08-30,Pennsylvania,Take-off run,Small,Blackbirds,Day,0,0,0,147.0
1992-08-30,Illinois,Descent,Small,Unknown bird - small,Night,0,0,0,140.0
1992-08-31,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,136.0
1992-08-31,Georgia,Approach,Small,Unknown bird - small,Dusk,0,0,0,120.0
1992-08-31,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,140.0
1992-09-01,DC,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,200.0
1992-09-01,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140.0
1992-09-02,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-09-02,Illinois,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,140.0
1992-09-02,North Carolina,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,130.0
1992-09-02,New York,Landing Roll,Small,Mourning dove,Dawn,0,0,0,140.0
1992-09-03,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,150.0
1992-09-03,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-09-04,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-09-04,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,245.0
1992-09-04,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-09-04,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,320.0
1992-09-04,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1992-09-05,DC,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1992-09-06,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-09-06,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1992-09-07,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,150.0
1992-09-07,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-09-07,Kentucky,Take-off run,Small,Mourning dove,Day,1091,0,1091,120.0
1992-09-08,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140.0
1992-09-08,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1992-09-08,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
1992-09-09,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150.0
1992-09-09,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
1992-09-09,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0
1992-09-09,Kentucky,Landing Roll,Small,Killdeer,Day,0,0,0,120.0
1992-09-10,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,160.0
1992-09-10,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1992-09-10,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140.0
1992-09-10,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
1992-09-10,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,165.0
1992-09-10,Texas,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-09-10,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0
1992-09-11,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1992-09-11,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
1992-09-11,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1992-09-11,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
1992-09-12,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,117399,117399,200.0
1992-09-12,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0
1992-09-13,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120.0
1992-09-13,DC,Climb,Small,Unknown bird - small,Day,0,0,0,180.0
1992-09-13,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,125.0
1992-09-15,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1992-09-16,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1992-09-17,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
1992-09-17,Illinois,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,80.0
1992-09-17,California,Approach,Small,European starling,Day,0,0,0,75.0
1992-09-17,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,132.0
1992-09-18,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
1992-09-19,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
1992-09-19,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,220.0
1992-09-19,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1992-09-20,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,200.0
1992-09-20,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,175.0
