us_gross,worldwide_gross,production_budget,release_date,distributor,source,major_genre,rotten_tomatoes_rating,imdb_rating,imdb_votes
6706368.0,6706368.0,140000.0,Dec 20 1989,Warner Bros.,Based on Real Life Events,Documentary,100.0,7.5,14883.0
21500000.0,21500000.0,27000000.0,Oct 21 1983,Warner Bros.,Based on Book/Short Story,Action,97.0,7.9,24275.0
139876417.0,139876417.0,1200000.0,Sep 26 1975,20th Century Fox,Original Screenplay,Musical,77.0,7.1,41265.0
30050028.0,30050028.0,10000000.0,May 19 1989,United Artists,Original Screenplay,Action,44.0,5.8,14085.0
3275585.0,3275585.0,10000000.0,Feb 04 1994,Gramercy,Original Screenplay,Drama,24.0,6.3,6537.0
0.0,0.0,2000000.0,Jul 07 2007,Off-Hollywood Distribution,Original Screenplay,Drama,55.0,4.2,232.0
117235147.0,225000000.0,1000000.0,Nov 21 1976,MGM,Original Screenplay,Drama,55.0,4.0,84.0
9205924.0,9205924.0,6200000.0,Jan 15 1988,Lorimar Motion Pictures,Original Screenplay,Horror,55.0,5.1,4661.0
1111615.0,1111615.0,500000.0,Jan 31 2003,Halestone,Original Screenplay,Comedy,64.0,5.5,449.0
24172899.0,24172899.0,40000000.0,Jun 03 1994,Walt Disney Pictures,Original Screenplay,Comedy,55.0,5.9,7650.0
150415432.0,300400000.0,44000000.0,May 22 1985,Sony/TriStar,Based on Book/Short Story,Action,30.0,5.8,38548.0
53715611.0,188715611.0,58000000.0,May 25 1988,Sony/TriStar,Based on Book/Short Story,Action,36.0,4.9,31551.0
46338728.0,147542381.0,14500000.0,Nov 01 1996,20th Century Fox,Based on Play,Drama,55.0,6.5,78.0
0.0,0.0,20000000.0,Dec 31 2007,Warner Bros.,Original Screenplay,Drama,55.0,6.4,15106.0
172825435.0,412800000.0,25000000.0,Dec 16 1988,MGM,Original Screenplay,Comedy,87.0,8.0,106163.0
305070.0,305070.0,20000000.0,Sep 11 1994,Warner Bros.,Original Screenplay,Drama,55.0,6.1,2081.0
2000000.0,2000000.0,17000000.0,Dec 31 1980,Warner Bros.,Original Screenplay,Drama,55.0,5.9,228.0
36000000.0,36000000.0,5000000.0,Sep 16 1953,Warner Bros.,Original Screenplay,Drama,38.0,6.7,2913.0
134069511.0,336069511.0,75000000.0,Jun 07 1996,Walt Disney Pictures,Original Screenplay,Action,66.0,7.2,108324.0
22954968.0,63954968.0,15000000.0,Nov 05 1993,Sony/Columbia,Based on Book/Short Story,Drama,97.0,7.9,21736.0
83453539.0,83453539.0,3500000.0,Jul 04 1980,Warner Bros.,Original Screenplay,Comedy,98.0,7.8,57000.0
2300000.0,2300000.0,1500000.0,Mar 02 1984,Universal,Original Screenplay,Comedy,97.0,6.7,12438.0
164649.0,5348767.0,1070000.0,Dec 11 2009,Yash Raj Films,Original Screenplay,Drama,55.0,7.5,1436.0
7000000.0,7000000.0,40000000.0,Aug 01 1980,Warner Bros.,Original Screenplay,Drama,60.0,3.9,1757.0
4100000.0,4100000.0,18000000.0,Dec 29 1995,Miramax,Based on Book/Short Story,Drama,55.0,6.5,4024.0
14237880.0,14237880.0,4000000.0,Aug 16 1985,Orion Pictures,Original Screenplay,Horror,88.0,7.1,13621.0
0.0,2783634.0,2700000.0,Sep 26 2008,Warner Bros.,Original Screenplay,Comedy,55.0,5.9,849.0
1338.0,1338.0,5000.0,Jul 13 2005,Arab Film Distribution,Original Screenplay,Documentary,55.0,8.5,35.0
10618813.0,10618813.0,27000000.0,Jun 21 1985,Walt Disney Pictures,Based on Book/Short Story,Adventure,55.0,6.7,7491.0
38122000.0,38122000.0,30000000.0,Nov 13 1987,Sony/TriStar,Based on Book/Short Story,Action,63.0,6.4,36308.0
7267324.0,14533173.0,1750000.0,Jun 18 1999,Sony Pictures,Original Screenplay,Thriller/Suspense,55.0,6.0,91.0
9118.0,9118.0,350000.0,Nov 15 2002,Warner Bros.,Original Screenplay,Thriller/Suspense,55.0,7.3,252.0
46815000.0,94215000.0,45000000.0,Sep 30 1994,Universal,Original Screenplay,Action,56.0,6.2,14285.0
100125643.0,328125643.0,30000000.0,Sep 22 1995,New Line,Original Screenplay,Thriller/Suspense,55.0,8.7,278918.0
21210.0,21210.0,1000000.0,Aug 07 1998,October Films,Original Screenplay,Drama,58.0,5.9,1743.0
13417292.0,13417292.0,4500000.0,Sep 28 1996,October Films,Original Screenplay,Drama,94.0,7.9,14364.0
30356589.0,37956589.0,39000000.0,Mar 29 1996,Universal,Based on TV,Comedy,33.0,5.2,9693.0
53458319.0,87100000.0,58000000.0,Dec 15 1995,Paramount Pictures,Remake,Romantic Comedy,61.0,6.0,15749.0
390659.0,1663296.0,2000000.0,Nov 06 1985,Island/Alive,Original Screenplay,Drama,86.0,6.2,5904.0
14545844.0,14545844.0,6000000.0,Feb 12 1988,Sony Pictures,Original Screenplay,Drama,58.0,5.3,2667.0
44942821.0,44942821.0,25000000.0,Dec 09 1983,Universal,Remake,Drama,88.0,8.2,152262.0
96067179.0,321200000.0,25000000.0,Dec 15 1993,Universal,Based on Real Life Events,Drama,97.0,8.9,276283.0
8000000.0,8000000.0,1800000.0,Sep 18 1951,Warner Bros.,Based on Play,Drama,55.0,8.1,33781.0
2154540.0,2154540.0,45000000.0,Jan 31 1997,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,55.0,4.7,2427.0
381225.0,439651.0,200000.0,Oct 22 2004,Mela Films,Based on Real Life Events,Documentary,75.0,6.9,105.0
30000000.0,60000000.0,12000000.0,Oct 07 1960,Universal,Based on Book/Short Story,Action,96.0,8.0,50856.0
410919.0,450349.0,450000.0,Aug 22 1997,Warner Bros.,Original Screenplay,Drama,79.0,6.9,436.0
2000000.0,2000000.0,200000.0,Feb 09 2033,Warner Bros.,Original Screenplay,Drama,100.0,6.7,1795.0
0.0,0.0,3500000.0,Nov 07 2006,Warner Bros.,Original Screenplay,Documentary,55.0,6.4,15106.0
0.0,0.0,5000000.0,Dec 31 1969,3D Entertainment,Original Screenplay,Drama,55.0,6.4,15106.0
3500000.0,3500000.0,4500000.0,Mar 09 1962,Warner Bros.,Original Screenplay,Drama,14.0,5.7,436.0
18195.0,20628.0,250000.0,Jan 08 1999,Strand,Original Screenplay,Thriller/Suspense,55.0,6.4,15106.0
0.0,0.0,7000000.0,Mar 11 2008,Warner Bros.,Based on TV,Action,55.0,6.4,15106.0
7137502.0,7137502.0,175000.0,Aug 08 1986,Island,Original Screenplay,Comedy,93.0,6.2,2594.0
71565669.0,196565669.0,55000000.0,Oct 28 1994,MGM,Original Screenplay,Action,46.0,6.7,47174.0
31835600.0,31835600.0,40000000.0,Jul 01 1994,Universal,Based on Comic/Graphic Novel,Action,34.0,5.6,9530.0
11000000.0,11000000.0,2300000.0,Sep 24 1951,Warner Bros.,Original Screenplay,Drama,89.0,6.9,1788.0
25842377.0,25842377.0,22000000.0,Dec 29 1993,Savoy,Based on Play,Drama,96.0,7.4,7689.0
2315000.0,2315000.0,17000000.0,Aug 29 1986,MGM,Original Screenplay,Drama,14.0,2.6,2591.0
2620000.0,2620000.0,1455000.0,Dec 31 1967,Warner Bros.,Original Screenplay,Drama,55.0,5.3,1090.0
5778353.0,5778353.0,25000000.0,Aug 17 1984,Sony/Columbia,Based on Comic/Graphic Novel,Adventure,38.0,4.3,1598.0
35811509.0,35811509.0,5500000.0,Nov 22 1996,Fine Line,Based on Real Life Events,Drama,90.0,7.6,22439.0
44017374.0,44017374.0,19000000.0,May 23 1980,Warner Bros.,Based on Book/Short Story,Horror,87.0,8.5,177762.0
15024232.0,15024232.0,8500000.0,Mar 01 1991,Walt Disney Pictures,Based on Book/Short Story,Adventure,55.0,6.4,1125.0
14375181.0,14375181.0,40000000.0,May 15 1987,Sony Pictures,Original Screenplay,Comedy,19.0,3.7,6094.0
20254932.0,20254932.0,40000000.0,Sep 22 1995,MGM,Original Screenplay,Drama,12.0,4.1,27004.0
28241469.0,28241469.0,25000000.0,Sep 23 1994,Sony Pictures,Based on Book/Short Story,Drama,88.0,9.2,519541.0
10803211.0,10803211.0,7000000.0,Oct 11 1985,Paramount Pictures,Based on Book/Short Story,Horror,50.0,5.9,6387.0
44701.0,44701.0,200000.0,Sep 09 2005,Sky Island,Original Screenplay,Romantic Comedy,11.0,6.4,15106.0
36049108.0,36049108.0,9000000.0,Nov 06 1996,New Line,Original Screenplay,Drama,61.0,6.3,4570.0
130726716.0,275726716.0,20000000.0,Feb 14 1991,Orion Pictures,Based on Book/Short Story,Thriller/Suspense,96.0,8.7,244856.0
0.0,0.0,2600000.0,Feb 29 2008,Warner Bros.,Original Screenplay,Black Comedy,55.0,6.4,15106.0
76382.0,76382.0,15000000.0,Jun 26 1996,Warner Bros.,Original Screenplay,Drama,55.0,5.2,1364.0
15171475.0,15171475.0,14000000.0,Oct 25 1996,Paramount Pictures,Based on Book/Short Story,Horror,18.0,5.3,7888.0
24475416.0,34175000.0,4833610.0,Nov 20 1996,Miramax,Based on Short Film,Drama,96.0,8.0,41785.0
1227508.0,1227508.0,23000.0,Aug 01 1991,Warner Bros.,Original Screenplay,Drama,83.0,6.9,5907.0
25000000.0,25000000.0,2883848.0,Mar 29 1959,Warner Bros.,Original Screenplay,Drama,97.0,8.3,67157.0
10359006.0,10359006.0,50000000.0,Oct 13 1995,Walt Disney Pictures,Based on Book/Short Story,Drama,15.0,4.6,6155.0
298347.0,30298347.0,8500000.0,Apr 23 2004,Cinema Service,Original Screenplay,Action,55.0,7.1,1724.0
18344729.0,18344729.0,2000000.0,Dec 17 1973,MGM,Original Screenplay,Comedy,100.0,7.3,15466.0
53300852.0,165600852.0,44000000.0,Oct 18 1996,Warner Bros.,Based on Book/Short Story,Drama,73.0,7.3,51874.0
13134.0,13134.0,500000.0,Jan 10 2003,Warner Bros.,Original Screenplay,Drama,55.0,6.0,1136.0
11000000.0,11000000.0,5000000.0,Jan 01 1959,Warner Bros.,Original Screenplay,Drama,55.0,6.0,915.0
2013052.0,2013052.0,2500000.0,Oct 03 2003,Alliance,Based on Book/Short Story,Drama,55.0,6.7,585.0
23341568.0,23341568.0,6000000.0,Aug 16 1995,Gramercy,Original Screenplay,Drama,87.0,8.7,266890.0
33200000.0,33200000.0,26000000.0,Jul 10 1985,Sony/Columbia,Original Screenplay,Western,76.0,7.0,14243.0
1500000.0,1500000.0,4500000.0,Apr 23 1986,Hemdale,Original Screenplay,Drama,91.0,7.5,7797.0
24741667.0,36741667.0,1200000.0,Aug 04 1989,Miramax,Original Screenplay,Drama,97.0,6.4,15106.0
0.0,0.0,400000.0,Nov 04 2005,Wolfe Releasing,Original Screenplay,Thriller/Suspense,55.0,5.9,288.0
4055.0,4055.0,1300000.0,Apr 07 2006,Strand,Original Screenplay,Comedy,55.0,8.0,4873.0
20844907.0,20844907.0,42000000.0,May 28 1993,Walt Disney Pictures,Based on Game,Action,55.0,3.8,17281.0
9709597.0,9709597.0,5100000.0,Oct 03 1980,Universal,Based on Book/Short Story,Drama,63.0,7.0,8787.0
6719300.0,7756617.0,2000000.0,Jun 26 1998,Miramax,Based on Book/Short Story,Comedy,86.0,6.9,5058.0
7881335.0,7881335.0,13000000.0,Apr 13 1994,Savoy,Original Screenplay,Comedy,61.0,6.4,10999.0
95204.0,95204.0,3000000.0,Mar 17 2006,Regent Releasing,Original Screenplay,Drama,55.0,7.6,5251.0
36145695.0,36145695.0,4400000.0,Jun 25 1976,20th Century Fox,Original Screenplay,Comedy,89.0,6.4,6248.0
144833357.0,189800000.0,22000000.0,Nov 11 1994,Walt Disney Pictures,Original Screenplay,Comedy,79.0,6.1,17773.0
1250798.0,1250798.0,500000.0,Feb 01 2002,Halestorm Entertainment,Original Screenplay,Comedy,50.0,5.7,736.0
42993774.0,134993774.0,16500000.0,Dec 11 1995,Sony Pictures,Based on Book/Short Story,Drama,98.0,7.7,31279.0
3600000.0,3600000.0,2540000.0,Apr 10 1952,MGM,Original Screenplay,Drama,100.0,8.4,55352.0
6260.0,6260.0,200000.0,Jan 07 2005,Indican Pictures,Original Screenplay,Drama,55.0,4.8,82.0
163214286.0,286214286.0,8200000.0,Apr 01 1965,20th Century Fox,Based on Book/Short Story,Musical,81.0,6.3,45.0
9482579.0,13795053.0,3500000.0,Aug 23 1996,Fox Searchlight,Original Screenplay,Romantic Comedy,60.0,6.0,8159.0
2712293.0,2712293.0,450000.0,Dec 31 1990,Warner Bros.,Original Screenplay,Drama,100.0,5.6,263.0
38119483.0,38119483.0,22700000.0,Jun 24 1987,MGM,Original Screenplay,Comedy,65.0,6.9,52434.0
121248145.0,283200000.0,30000000.0,Jun 10 1994,20th Century Fox,Original Screenplay,Action,90.0,2.6,4175.0
60054449.0,113354449.0,35000000.0,Jul 07 1995,MGM,Original Screenplay,Action,39.0,5.6,21917.0
2000000.0,11400000.0,10000000.0,Feb 11 1981,Orion Pictures,Based on Book/Short Story,Thriller/Suspense,55.0,4.9,478.0
15000000.0,15000000.0,3000000.0,Apr 27 1990,Walt Disney Pictures,Original Screenplay,Comedy,9.0,4.8,1464.0
7000000.0,7000000.0,1500000.0,Dec 31 1944,ThinkFilm,Original Screenplay,Drama,87.0,7.7,14665.0
62599495.0,62599495.0,8000000.0,Mar 09 1984,Walt Disney Pictures,Original Screenplay,Comedy,91.0,6.2,21732.0
11227824.0,11227824.0,17000000.0,Jul 24 1987,Warner Bros.,Based on Comic/Graphic Novel,Action,55.0,3.4,15164.0
108185706.0,108185706.0,50000000.0,Jun 19 1981,Warner Bros.,Based on Comic/Graphic Novel,Adventure,55.0,6.7,29512.0
59950623.0,59950623.0,39000000.0,Jun 17 1983,Warner Bros.,Based on Comic/Graphic Novel,Adventure,23.0,4.7,18070.0
5494.0,5494.0,1000000.0,Mar 19 1999,Strand,Original Screenplay,Drama,17.0,5.5,320.0
134218018.0,300200000.0,55000000.0,Dec 15 1978,Warner Bros.,Based on Comic/Graphic Novel,Adventure,94.0,4.9,129.0
57362581.0,57362581.0,45000000.0,Oct 07 1994,Warner Bros.,Based on Book/Short Story,Action,4.0,4.9,18749.0
12000000.0,12000000.0,21600000.0,Jun 24 1977,Warner Bros.,Original Screenplay,Drama,55.0,6.8,563.0
33312.0,33312.0,300000.0,Apr 12 2006,Women Make Movies,Based on Real Life Events,Documentary,55.0,6.7,203.0
2221994.0,2221994.0,35000000.0,Feb 28 1997,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,53.0,6.1,7280.0
30306268.0,83306268.0,50000000.0,Oct 06 1995,Warner Bros.,Original Screenplay,Action,9.0,5.9,23370.0
82258456.0,139000000.0,35000000.0,Dec 07 1979,Paramount Pictures,Based on TV,Adventure,48.0,6.2,25454.0
76471046.0,87000000.0,18000000.0,Jun 01 1984,Paramount Pictures,Based on TV,Adventure,55.0,6.5,22261.0
109713132.0,133000000.0,24000000.0,Nov 26 1986,Paramount Pictures,Based on TV,Adventure,55.0,7.3,26207.0
52287414.0,52287414.0,8000000.0,Aug 08 1986,Sony/Columbia,Based on Book/Short Story,Drama,94.0,8.2,90143.0
9286314.0,9286314.0,25000000.0,May 17 1991,Sony Pictures,Original Screenplay,Action,29.0,4.6,52.0
13500000.0,25000000.0,200000.0,Jul 25 1969,Warner Bros.,Original Screenplay,Drama,55.0,4.3,86.0
33423000.0,99423000.0,35000000.0,Dec 23 1994,Universal,Based on Game,Action,13.0,3.3,25407.0
79912963.0,96800000.0,12000000.0,Jun 04 1982,Paramount Pictures,Based on TV,Adventure,55.0,7.8,36131.0
220944.0,220944.0,15000000.0,Apr 25 2003,Warner Bros.,Original Screenplay,Drama,55.0,6.4,15106.0
159616327.0,159616327.0,5500000.0,Dec 25 1973,Universal,Original Screenplay,Drama,91.0,8.4,65866.0
304602.0,304602.0,2000000.0,Jul 26 1996,Strand,Based on Real Life Events,Drama,55.0,7.0,741.0
52210049.0,70200000.0,30000000.0,Jun 09 1989,Paramount Pictures,Based on TV,Action,55.0,5.0,20600.0
74888996.0,96900000.0,27000000.0,Dec 06 1991,Paramount Pictures,Based on TV,Action,55.0,7.2,23546.0
75671262.0,120000000.0,38000000.0,Nov 18 1994,Paramount Pictures,Based on TV,Adventure,55.0,6.5,26465.0
85300000.0,85300000.0,10000000.0,Jun 26 1981,Sony Pictures,Original Screenplay,Comedy,88.0,6.8,19618.0
32773011.0,32773011.0,50000000.0,Jun 28 1996,Sony Pictures,Based on Book/Short Story,Comedy,12.0,3.9,18012.0
460998007.0,797900000.0,11000000.0,May 25 1977,20th Century Fox,Original Screenplay,Adventure,55.0,6.4,15106.0
1310470.0,1310470.0,780000.0,Aug 06 2004,Excel Entertainment,Based on Real Life Events,Drama,55.0,7.0,7581.0
0.0,0.0,1000000.0,Dec 31 2007,Weinstein Co.,Original Screenplay,Comedy,55.0,3.3,108.0
7000000.0,7000000.0,1200000.0,Jul 03 1951,Warner Bros.,Original Screenplay,Drama,98.0,8.3,34284.0
18272447.0,18272447.0,10000000.0,Feb 25 1994,20th Century Fox,Original Screenplay,Drama,22.0,5.3,1627.0
69582.0,69582.0,5700000.0,Aug 27 1999,Cowboy Pictures,Original Screenplay,Drama,29.0,6.1,543.0
271736.0,271736.0,500000.0,Nov 19 1956,Cowboy Pictures,Original Screenplay,Action,55.0,8.8,96698.0
8000000.0,8000000.0,20000000.0,Dec 31 1968,Warner Bros.,Original Screenplay,Drama,55.0,7.0,1691.0
7800000.0,7800000.0,1000000.0,Dec 31 1948,Warner Bros.,Original Screenplay,Drama,100.0,7.1,4160.0
46800000.0,185400000.0,14000000.0,Jul 13 1977,MGM,Based on Book/Short Story,Action,78.0,7.1,24938.0
245359.0,5045359.0,10000000.0,Dec 25 1998,New Yorker,Original Screenplay,Comedy,55.0,5.2,1417.0
4505922.0,6542637.0,200000.0,Oct 18 1996,Miramax,Original Screenplay,Comedy,86.0,6.2,431.0
184925485.0,184925485.0,1488000.0,Dec 21 2037,Walt Disney Pictures,Traditional/Legend/Fairytale,Musical,97.0,7.8,38141.0
4306697.0,4306697.0,5000000.0,Oct 10 1997,Fine Line,Based on Book/Short Story,Drama,100.0,7.8,16280.0
5400000.0,5400000.0,1600000.0,Dec 31 1948,Warner Bros.,Original Screenplay,Drama,100.0,7.3,5825.0
247740.0,247740.0,1100000.0,Feb 22 2002,Warner Bros.,Based on Real Life Events,Documentary,39.0,5.0,151.0
26936265.0,26936265.0,18000000.0,May 24 1996,Walt Disney Pictures,Original Screenplay,Comedy,7.0,4.7,12682.0
0.0,44195779.0,23000000.0,Dec 18 2009,Warner Bros.,Original Screenplay,Drama,55.0,6.9,1795.0
1687311.0,1687311.0,4500000.0,Feb 12 1999,Sony Pictures Classics,Original Screenplay,Drama,55.0,6.9,1490.0
32014993.0,32014993.0,34000000.0,Sep 17 1993,Sony/Columbia,Based on Book/Short Story,Drama,81.0,7.1,16000.0
3468572.0,3468572.0,4000000.0,Dec 01 1988,Universal,Based on Book/Short Story,Drama,80.0,7.0,5659.0
26572439.0,26572439.0,140000.0,Oct 18 1974,New Line,Original Screenplay,Horror,90.0,6.1,39172.0
8025872.0,8025872.0,4700000.0,Aug 22 1986,Cannon,Remake,Horror,43.0,5.1,7702.0
44853581.0,102053581.0,28000000.0,Sep 16 1994,Universal,Based on Comic/Graphic Novel,Action,47.0,5.5,16570.0
53854588.0,75854588.0,45000000.0,Aug 16 1996,Warner Bros.,Original Screenplay,Romantic Comedy,69.0,6.1,17274.0
13000000.0,13000000.0,3000000.0,Jul 16 1966,Warner Bros.,Original Screenplay,Drama,81.0,6.6,8670.0
21284514.0,27688744.0,20000000.0,Sep 27 1995,Sony Pictures,Based on Book/Short Story,Black Comedy,87.0,6.8,18459.0
8000000.0,8000000.0,3500000.0,Dec 31 1979,Warner Bros.,Original Screenplay,Drama,33.0,5.5,2479.0
7888000.0,7888000.0,3000000.0,Nov 20 1987,Atlantic,Original Screenplay,Comedy,14.0,2.8,5207.0
18582965.0,18582965.0,55000000.0,Aug 16 1996,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,40.0,5.6,20640.0
0.0,0.0,2600000.0,Dec 07 2007,Slowhand Cinema,Original Screenplay,Horror,38.0,5.3,2213.0
1110186.0,69826708.0,12500000.0,Sep 03 2004,IDP Distribution,Original Screenplay,Drama,55.0,6.4,15106.0
2210408.0,2477155.0,250000.0,Jun 16 1995,Fine Line,Original Screenplay,Drama,55.0,5.8,1795.0
125169.0,125169.0,10500000.0,Sep 02 1994,Orion Pictures,Original Screenplay,Comedy,55.0,6.3,507.0
4064333.0,4064333.0,25000000.0,Mar 01 1995,MGM,Based on Comic/Graphic Novel,Action,42.0,4.7,10772.0
176786701.0,353786701.0,15000000.0,May 16 1986,Paramount Pictures,Original Screenplay,Action,45.0,6.5,80013.0
63600000.0,141200000.0,9000000.0,Dec 29 1965,MGM,Based on Book/Short Story,Action,91.0,7.0,27245.0
0.0,0.0,2500000.0,Dec 31 2009,Warner Bros.,Original Screenplay,Drama,55.0,3.4,1113.0
24769466.0,55669466.0,15000000.0,May 03 1996,Sony Pictures,Original Screenplay,Thriller/Suspense,45.0,5.9,21130.0
2500000.0,2500000.0,325000.0,Dec 31 1933,Warner Bros.,Original Screenplay,Romantic Comedy,97.0,8.3,25074.0
50621733.0,110521733.0,22000000.0,Jul 28 1995,Sony Pictures,Original Screenplay,Thriller/Suspense,33.0,5.6,24363.0
886410.0,886410.0,3500000.0,Apr 19 2000,Hombre de Oro,Original Screenplay,Drama,55.0,6.1,584.0
19800.0,19800.0,500000.0,Jul 11 2003,Warner Bros.,Original Screenplay,Drama,55.0,4.4,74.0
13000000.0,13000000.0,4000000.0,Nov 04 1988,Universal,Based on Book/Short Story,Thriller/Suspense,88.0,7.0,20995.0
11784569.0,11784569.0,6000000.0,May 24 1995,Savoy,Original Screenplay,Horror,33.0,5.8,1860.0
37400000.0,37400000.0,12000000.0,Nov 06 1981,Avco Embassy,Original Screenplay,Adventure,94.0,6.9,22719.0
56505000.0,56505000.0,25000000.0,Dec 25 1993,Walt Disney Pictures,Based on Real Life Events,Western,77.0,7.7,43688.0
1500711.0,1500711.0,825000.0,Oct 25 2002,Five & Two Pictures,Original Screenplay,Drama,22.0,5.0,1029.0
78656813.0,78656813.0,25000000.0,Mar 22 1991,New Line,Based on Comic/Graphic Novel,Adventure,55.0,5.3,12742.0
42273609.0,42273609.0,21000000.0,Mar 19 1993,New Line,Based on Comic/Graphic Novel,Adventure,30.0,4.3,9064.0
63408614.0,63408614.0,55000000.0,Dec 22 1989,Warner Bros.,Original Screenplay,Action,39.0,5.8,25248.0
135265915.0,202000000.0,13500000.0,Mar 30 1990,New Line,Based on TV,Adventure,55.0,6.4,25867.0
6000000.0,6000000.0,4000000.0,Dec 19 1969,Universal,Original Screenplay,Drama,71.0,6.2,6389.0
35856053.0,35856053.0,14000000.0,Dec 09 1981,20th Century Fox,Based on Book/Short Story,Drama,79.0,6.5,6515.0
16501785.0,24000785.0,3100000.0,Jul 19 1996,Miramax,Based on Book/Short Story,Drama,89.0,8.2,150483.0
6800000.0,6800000.0,5800000.0,Mar 07 1965,Warner Bros.,Original Screenplay,Drama,83.0,7.8,4692.0
7190505.0,7190505.0,18000000.0,Mar 22 1989,Sony/Columbia,Original Screenplay,Comedy,8.0,4.7,3427.0
617172.0,617172.0,375000.0,May 21 1999,Paramount Pictures,Based on Real Life Events,Documentary,55.0,6.9,3004.0
146282411.0,365300000.0,100000000.0,Jul 15 1994,20th Century Fox,Remake,Action,69.0,7.2,80581.0
204859496.0,516816151.0,100000000.0,Jul 02 1991,Sony Pictures,Original Screenplay,Action,98.0,8.5,237477.0
506793.0,1058893.0,1800000.0,Jan 07 2005,Zeitgeist,Original Screenplay,Drama,55.0,7.4,1069.0
38019031.0,78019031.0,6400000.0,Oct 26 1984,Orion Pictures,Original Screenplay,Action,100.0,8.1,179606.0
16667084.0,16667084.0,10000000.0,Jan 19 1990,Universal,Original Screenplay,Action,88.0,7.2,29840.0
12281000.0,12281000.0,12500000.0,Sep 10 1993,Warner Bros.,Original Screenplay,Thriller/Suspense,91.0,7.9,73829.0
26918576.0,26918576.0,17000000.0,Jul 09 1982,Walt Disney Pictures,Original Screenplay,Action,68.0,2.9,923.0
14400000.0,14400000.0,4000000.0,Dec 31 1955,Warner Bros.,Original Screenplay,Drama,60.0,6.7,1570.0
195043.0,195043.0,25000.0,Jan 14 2000,Phaedra Cinema,Original Screenplay,Drama,55.0,5.5,50.0
1161843.0,1161843.0,200000.0,Feb 11 2000,Rainforest Productions,Original Screenplay,Thriller/Suspense,55.0,3.3,360.0
529766.0,529766.0,15000000.0,Dec 01 1995,Miramax,Original Screenplay,Black Comedy,33.0,6.6,12789.0
108766007.0,152266007.0,40000000.0,Jul 24 1996,Warner Bros.,Based on Book/Short Story,Drama,68.0,7.1,38577.0
119394839.0,261400000.0,65000000.0,Jun 01 1990,Sony Pictures,Based on Book/Short Story,Action,81.0,7.4,70355.0
37227.0,37227.0,2000000.0,Jul 18 2003,Warner Bros.,Original Screenplay,Drama,55.0,5.2,316.0
177200000.0,177200000.0,15000000.0,Dec 17 1982,Sony Pictures,Original Screenplay,Comedy,87.0,7.4,31669.0
25857416.0,31748615.0,2500000.0,Oct 04 1996,20th Century Fox,Original Screenplay,Drama,92.0,6.7,25916.0
7000000.0,7000000.0,1200000.0,Oct 03 1955,Paramount Pictures,Original Screenplay,Drama,89.0,7.2,11580.0
111936388.0,216600000.0,15000000.0,Dec 09 1988,Universal,Original Screenplay,Comedy,33.0,6.4,15106.0
241888385.0,495900000.0,88000000.0,May 10 1996,Warner Bros.,Based on Book/Short Story,Action,57.0,6.0,61665.0
116000000.0,139700000.0,14000000.0,Dec 17 1974,20th Century Fox,Original Screenplay,Drama,55.0,6.4,15106.0
21100000.0,21100000.0,1000000.0,Feb 08 1976,Sony Pictures,Original Screenplay,Drama,98.0,8.6,155774.0
121016.0,121016.0,5000000.0,Jun 13 2003,Warner Bros.,Original Screenplay,Drama,55.0,6.0,456.0
191796233.0,361948825.0,30000000.0,Nov 22 1995,Walt Disney Pictures,Original Screenplay,Adventure,100.0,8.2,151143.0
29500000.0,29500000.0,10000000.0,Jun 24 1983,Warner Bros.,Based on TV,Horror,67.0,6.3,12054.0
2483790.0,2483790.0,18000000.0,Feb 23 1996,MGM,Original Screenplay,Thriller/Suspense,23.0,5.7,2284.0
6157157.0,6157157.0,5000000.0,Jul 21 1989,Warner Bros.,Original Screenplay,Drama,55.0,6.6,12676.0
9054736.0,15600000.0,2700000.0,Jun 13 1997,Orion Pictures,Original Screenplay,Drama,94.0,7.0,4041.0
50024083.0,104324083.0,60000000.0,Jul 14 1995,Warner Bros.,Original Screenplay,Action,34.0,5.1,15218.0
76270454.0,76270454.0,25000000.0,Jun 03 1987,Paramount Pictures,Based on TV,Action,81.0,8.0,86097.0
18826490.0,18826490.0,20000000.0,Jul 31 1981,Warner Bros.,Original Screenplay,Comedy,55.0,4.9,1263.0
2938532.0,7017859.0,7000000.0,Nov 12 2004,Yash Raj Films,Original Screenplay,Drama,55.0,7.3,4155.0
2120439.0,2120439.0,5952000.0,Feb 04 1983,Universal,Original Screenplay,Horror,55.0,7.3,20080.0
659000.0,98754000.0,7000000.0,Jul 12 1996,Miramax,Original Screenplay,Comedy,55.0,6.7,7393.0
146072.0,26146072.0,20000000.0,Mar 27 1998,Warner Bros.,Original Screenplay,Comedy,55.0,6.4,15106.0
9132000.0,9132000.0,2160000.0,Dec 31 1944,Warner Bros.,Original Screenplay,Drama,55.0,7.3,682.0
19637147.0,19637147.0,14000000.0,Oct 27 1995,Paramount Pictures,Original Screenplay,Horror,11.0,4.3,8200.0
53977250.0,53977250.0,16000000.0,Dec 08 1982,20th Century Fox,Based on Book/Short Story,Drama,96.0,7.7,10864.0
